Path,Top,Top2,Kind,Bytes
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test09_div_mod.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,106
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test10_sin_scaled.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,43
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test11_hypotenuse.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,50
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test12_signed_mode.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,57
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test13_status_div_zero.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,112
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test14_branch_current_zero.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,40
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test15_branch_nonzero.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,43
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test16_data_digit.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,53
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test17_endian_word_split.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,25
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test18_pointer_service.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,43
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test20_fifo_char_order.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,115
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test21_fifo_count_peek.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,105
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test22_data_write_read_char.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,101
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test23_data_digit_ascii_to_number.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,107
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test24_data_block_copy_print.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,209
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test25_data_sort_ascending.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,206
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test26_tape_sort_descending_chars.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,139
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test27_tape_linear_search.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,120
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test28_dynamic_meta_fifo.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,101
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test29_nested_macro_call.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,92
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test30_word_mode_add.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,98
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test31_safe_mode_wild_denied.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,138
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test32_wild_layout_change.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,115
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test33_bitwise_and_stack.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,91
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test34_data_block_clear.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,143
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test35_optimizer_visible_result.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,84
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test40_4bit_cpu_alu_model.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,1023
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test41_4_neuron_nn_model.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,1119
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test42_error_flag_set_reset.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,119
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test43_error_macro_helpers.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,181
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test44_asin.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,42
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test44_meta_version_info.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,93
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test45_acos.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,42
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test45_pointer_meta_extended.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,103
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test46_fifo_clear.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,115
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test46_sqrt.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,41
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test47_sinh.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,42
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test47_tape_sort_ascending.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,138
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test48_cosh.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,43
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test48_data_sort_descending.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,207
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test49_data_linear_search.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,95
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test49_tanh.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,42
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test50_tape_block_copy_clear.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,228
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test51_meta_print_stack_pop.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,85
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test52_meta_print_hex.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,65
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test53_meta_print_bin.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,64
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/native/test54_meta_print_char_raw.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,68
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_address_base_p.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,210
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_bio_base_codon.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,286
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_bio_motif_aa_count.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,344
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_bio_translate_gc.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,315
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_complex_basic.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,387
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_corr_regression.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,580
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_dynamic_meta_addr.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,228
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_dynamic_meta_addr_compat.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,167
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_file_binary_byte.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,297
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_file_status_bad_handle.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,203
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_file_write_read_line.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,365
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_numeric_poly_integral.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,438
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_probability_random.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,297
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_stack_pointer_relative.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,167
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_stat_median_variance.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,369
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_stat_sum_mean_minmax.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,370
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_str_copy_upper.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,135
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_str_find_count.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,150
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_str_len_print.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,104
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_str_v2_find_count.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,246
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_str_v2_hex_url.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,300
uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package/UXM_V33_STAGE9/uxm/tests/v33/test_v33_str_v2_normalize_numeric_hash.uxm,uxm dosyalari,uxm dosyalari/UXM_V33_STAGE9_prob_numeric_complex_patch_package,uxm_test_or_source,315
UXMv33/asmkuralkitabi.txt,UXMv33,UXMv33/asmkuralkitabi.txt,doc_or_log,2240
UXMv33/asmoptimizer/cfg.py,UXMv33,UXMv33/asmoptimizer,python_tool,9857
UXMv33/asmoptimizer/config.json,UXMv33,UXMv33/asmoptimizer,other,5928
UXMv33/asmoptimizer/core.py,UXMv33,UXMv33/asmoptimizer,python_tool,7121
UXMv33/asmoptimizer/duzeltme.py,UXMv33,UXMv33/asmoptimizer,python_tool,3952
UXMv33/asmoptimizer/klasoragaci.py,UXMv33,UXMv33/asmoptimizer,python_tool,1308
UXMv33/asmoptimizer/mainoptimizer.py,UXMv33,UXMv33/asmoptimizer,python_tool,1693
UXMv33/asmoptimizer/parser.py,UXMv33,UXMv33/asmoptimizer,python_tool,11881
UXMv33/asmoptimizer/program.md,UXMv33,UXMv33/asmoptimizer,doc_or_log,11603
UXMv33/asmoptimizer/report.py,UXMv33,UXMv33/asmoptimizer,python_tool,6301
UXMv33/asmoptimizer/rules.py,UXMv33,UXMv33/asmoptimizer,python_tool,39063
UXMv33/asmoptimizer/safety.py,UXMv33,UXMv33/asmoptimizer,python_tool,6058
UXMv33/asmoptimizer/utils.py,UXMv33,UXMv33/asmoptimizer,python_tool,4407
UXMv33/asmoptimizer.py,UXMv33,UXMv33/asmoptimizer.py,python_tool,4207
UXMv33/build/asm/program.asm,UXMv33,UXMv33/build,asm,42158
UXMv33/build/asm/test01_print_A.asm,UXMv33,UXMv33/build,asm,4882
UXMv33/build/asm/test02_string.asm,UXMv33,UXMv33/build,asm,4362
UXMv33/build/asm/test03_addressing.asm,UXMv33,UXMv33/build,asm,5360
UXMv33/build/asm/test04_stack_lifo.asm,UXMv33,UXMv33/build,asm,6117
UXMv33/build/asm/test05_meta_add.asm,UXMv33,UXMv33/build,asm,5837
UXMv33/build/asm/test06_dynamic_meta_mul.asm,UXMv33,UXMv33/build,asm,6594
UXMv33/build/asm/test07_macro.asm,UXMv33,UXMv33/build,asm,4210
UXMv33/build/asm/test08_newline.asm,UXMv33,UXMv33/build,asm,5202
UXMv33/build/asm/test09_div_mod.asm,UXMv33,UXMv33/build,asm,6406
UXMv33/build/asm/test10_sin_scaled.asm,UXMv33,UXMv33/build,asm,4882
UXMv33/build/asm/test11_hypotenuse.asm,UXMv33,UXMv33/build,asm,5833
UXMv33/build/asm/test12_signed_mode.asm,UXMv33,UXMv33/build,asm,6030
UXMv33/build/asm/test13_status_div_zero.asm,UXMv33,UXMv33/build,asm,5621
UXMv33/build/asm/test14_branch_current_zero.asm,UXMv33,UXMv33/build,asm,5456
UXMv33/build/asm/test15_branch_nonzero.asm,UXMv33,UXMv33/build,asm,5840
UXMv33/build/asm/test16_data_digit.asm,UXMv33,UXMv33/build,asm,5123
UXMv33/build/asm/test17_endian_word_split.asm,UXMv33,UXMv33/build,asm,4877
UXMv33/build/asm/test18_pointer_service.asm,UXMv33,UXMv33/build,asm,5494
UXMv33/build/asm/test20_fifo_char_order.asm,UXMv33,UXMv33/build,asm,6587
UXMv33/build/asm/test21_fifo_count_peek.asm,UXMv33,UXMv33/build,asm,6790
UXMv33/build/asm/test22_data_write_read_char.asm,UXMv33,UXMv33/build,asm,6972
UXMv33/build/asm/test23_data_digit_ascii_to_number.asm,UXMv33,UXMv33/build,asm,5053
UXMv33/build/asm/test24_data_block_copy_print.asm,UXMv33,UXMv33/build,asm,12729
UXMv33/build/asm/test25_data_sort_ascending.asm,UXMv33,UXMv33/build,asm,14321
UXMv33/build/asm/test26_tape_sort_descending_chars.asm,UXMv33,UXMv33/build,asm,8092
UXMv33/build/asm/test27_tape_linear_search.asm,UXMv33,UXMv33/build,asm,8682
UXMv33/build/asm/test28_dynamic_meta_fifo.asm,UXMv33,UXMv33/build,asm,6588
UXMv33/build/asm/test29_nested_macro_call.asm,UXMv33,UXMv33/build,asm,5816
UXMv33/build/asm/test30_word_mode_add.asm,UXMv33,UXMv33/build,asm,5861
UXMv33/build/asm/test31_safe_mode_wild_denied.asm,UXMv33,UXMv33/build,asm,6965
UXMv33/build/asm/test32_wild_layout_change.asm,UXMv33,UXMv33/build,asm,6771
UXMv33/build/asm/test33_bitwise_and_stack.asm,UXMv33,UXMv33/build,asm,6275
UXMv33/build/asm/test34_data_block_clear.asm,UXMv33,UXMv33/build,asm,9249
UXMv33/build/asm/test35_optimizer_visible_result.asm,UXMv33,UXMv33/build,asm,5277
UXMv33/build/asm/test40_4bit_cpu_alu_model.asm,UXMv33,UXMv33/build,asm,17676
UXMv33/build/asm/test41_4_neuron_nn_model.asm,UXMv33,UXMv33/build,asm,25249
UXMv33/build/asm/test42_error_flag_set_reset.asm,UXMv33,UXMv33/build,asm,4691
UXMv33/build/asm/test43_error_macro_helpers.asm,UXMv33,UXMv33/build,asm,5651
UXMv33/build/asm/test44_asin.asm,UXMv33,UXMv33/build,asm,4882
UXMv33/build/asm/test44_meta_version_info.asm,UXMv33,UXMv33/build,asm,4356
UXMv33/build/asm/test45_acos.asm,UXMv33,UXMv33/build,asm,4882
UXMv33/build/asm/test45_pointer_meta_extended.asm,UXMv33,UXMv33/build,asm,5898
UXMv33/build/asm/test46_fifo_clear.asm,UXMv33,UXMv33/build,asm,8127
UXMv33/build/asm/test46_sqrt.asm,UXMv33,UXMv33/build,asm,4882
UXMv33/build/asm/test47_sinh.asm,UXMv33,UXMv33/build,asm,4882
UXMv33/build/asm/test47_tape_sort_ascending.asm,UXMv33,UXMv33/build,asm,8092
UXMv33/build/asm/test48_cosh.asm,UXMv33,UXMv33/build,asm,4882
UXMv33/build/asm/test48_data_sort_descending.asm,UXMv33,UXMv33/build,asm,14321
UXMv33/build/asm/test49_data_linear_search.asm,UXMv33,UXMv33/build,asm,6166
UXMv33/build/asm/test49_tanh.asm,UXMv33,UXMv33/build,asm,4882
UXMv33/build/asm/test50_tape_block_copy_clear.asm,UXMv33,UXMv33/build,asm,16134
UXMv33/build/asm/test51_meta_print_stack_pop.asm,UXMv33,UXMv33/build,asm,4937
UXMv33/build/asm/test52_meta_print_hex.asm,UXMv33,UXMv33/build,asm,4693
UXMv33/build/asm/test53_meta_print_bin.asm,UXMv33,UXMv33/build,asm,4689
UXMv33/build/asm/test54_meta_print_char_raw.asm,UXMv33,UXMv33/build,asm,4691
UXMv33/build/asm/test_fp01_add_int.asm,UXMv33,UXMv33/build,asm,15224
UXMv33/build/asm/test_fp02_sub_int.asm,UXMv33,UXMv33/build,asm,15226
UXMv33/build/asm/test_fp03_mul_int.asm,UXMv33,UXMv33/build,asm,15224
UXMv33/build/asm/test_fp04_div_int.asm,UXMv33,UXMv33/build,asm,15222
UXMv33/build/asm/test_fp05_from_string.asm,UXMv33,UXMv33/build,asm,7641
UXMv33/build/asm/test_fp06_add_dec_string.asm,UXMv33,UXMv33/build,asm,15050
UXMv33/build/asm/test_fp07_int_zero_sign_abs.asm,UXMv33,UXMv33/build,asm,21434
UXMv33/build/asm/test_math01_poly_deriv_arge.asm,UXMv33,UXMv33/build,asm,7083
UXMv33/build/asm/test_math02_poly_integral_arge.asm,UXMv33,UXMv33/build,asm,7405
UXMv33/build/asm/test_math03_poly_eval_arge.asm,UXMv33,UXMv33/build,asm,6120
UXMv33/build/asm/test_math04_expr_rpn_eval.asm,UXMv33,UXMv33/build,asm,6441
UXMv33/build/asm/test_math05_num_deriv.asm,UXMv33,UXMv33/build,asm,6863
UXMv33/build/asm/test_math06_integral_trap.asm,UXMv33,UXMv33/build,asm,9345
UXMv33/build/asm/test_math07_integral_simpson.asm,UXMv33,UXMv33/build,asm,9447
UXMv33/build/asm/test_matrix01_init_set_print.asm,UXMv33,UXMv33/build,asm,24370
UXMv33/build/asm/test_matrix02_add_2x2.asm,UXMv33,UXMv33/build,asm,11097
UXMv33/build/asm/test_matrix03_mul_2x2.asm,UXMv33,UXMv33/build,asm,11097
UXMv33/build/asm/test_matrix04_identity_trace_det2.asm,UXMv33,UXMv33/build,asm,12963
UXMv33/build/asm/test_v33_address_base_p.asm,UXMv33,UXMv33/build,asm,4515
UXMv33/build/asm/test_v33_bio_base_codon.asm,UXMv33,UXMv33/build,asm,9683
UXMv33/build/asm/test_v33_bio_motif_aa_count.asm,UXMv33,UXMv33/build,asm,11842
UXMv33/build/asm/test_v33_bio_translate_gc.asm,UXMv33,UXMv33/build,asm,11791
UXMv33/build/asm/test_v33_complex_basic.asm,UXMv33,UXMv33/build,asm,16593
UXMv33/build/asm/test_v33_corr_regression.asm,UXMv33,UXMv33/build,asm,26731
UXMv33/build/asm/test_v33_dynamic_meta_addr.asm,UXMv33,UXMv33/build,asm,5677
UXMv33/build/asm/test_v33_dynamic_meta_addr_compat.asm,UXMv33,UXMv33/build,asm,5346
UXMv33/build/asm/test_v33_file_binary_byte.asm,UXMv33,UXMv33/build,asm,11538
UXMv33/build/asm/test_v33_file_status_bad_handle.asm,UXMv33,UXMv33/build,asm,5267
UXMv33/build/asm/test_v33_file_write_read_line.asm,UXMv33,UXMv33/build,asm,15040
UXMv33/build/asm/test_v33_matadv_det_rank_norm.asm,UXMv33,UXMv33/build,asm,10148
UXMv33/build/asm/test_v33_matadv_inverse_identity.asm,UXMv33,UXMv33/build,asm,7804
UXMv33/build/asm/test_v33_numeric_poly_integral.asm,UXMv33,UXMv33/build,asm,19077
UXMv33/build/asm/test_v33_probability_random.asm,UXMv33,UXMv33/build,asm,9360
UXMv33/build/asm/test_v33_stack_pointer_relative.asm,UXMv33,UXMv33/build,asm,5754
